category,amount,best_card_logic,actual_card,cb_Ace_Credit_Card,cb_Amazon_Pay_Credit_Card,cb_BPCL_Octane_Credit_Card,cb_BankBazaar_Credit_Card,cb_Cashback_Credit_Card,cb_Coral_Credit_Card,cb_Diners_Club_Black,cb_Elite_Credit_Card,cb_Emerald_Private_Metal,cb_First_Classic_Credit_Card,cb_First_Wealth_Credit_Card,cb_Flipkart_Axis_Bank_Credit_Card,cb_HPCL_Super_Saver_Credit_Card,cb_League_Platinum_Credit_Card,cb_Magnus_Credit_Card,cb_Millennia_Credit_Card,cb_My_Zone_Credit_Card,cb_PVR_Platinum_Credit_Card,cb_Regalia_Gold,cb_SimplyCLICK_Credit_Card,cb_SimplySAVE_Credit_Card,cb_Super_Value_Titanium_Credit_Card,cb_Tata_Neu_Infinity_Credit_Card,cb_Vistara_Infinite_Credit_Card,cb_White_Credit_Card,cb_YES_First_Business_Credit_Card
fuel,17629.2,BPCL Octane Credit Card,Emerald Private Metal,88.146,88.146,440.73,88.146,88.146,22.0365,44.073,22.0365,30.8511,88.146,22.0365,88.146,352.584,22.0365,22.0365,88.146,22.0365,22.0365,22.0365,88.146,88.146,88.146,88.146,44.073,22.0365,22.0365
dining,16691.52,Cashback Credit Card,Vistara Infinite Credit Card,166.9152,83.4576,41.7288,83.4576,333.8304,41.7288,166.9152,41.7288,116.8406,83.4576,62.5932,83.4576,41.7288,41.7288,62.5932,166.9152,41.7288,41.7288,83.4576,166.9152,166.9152,166.9152,166.9152,83.4576,41.7288,41.7288
groceries,255.68,Tata Neu Infinity Credit Card,HPCL Super Saver Credit Card,2.5568,2.5568,0.6392,1.2784,2.5568,0.6392,0.6392,0.3196,0.4474,1.2784,0.3196,2.5568,0.6392,0.3196,0.3196,2.5568,0.3196,0.3196,0.3196,3.8352,2.5568,2.5568,5.1136,0.6392,0.3196,0.3196
shopping,18784.71,Millennia Credit Card,Millennia Credit Card,187.8471,563.5413,46.9618,93.9235,375.6942,46.9618,93.9235,46.9618,65.7465,93.9235,46.9618,563.5413,46.9618,46.9618,46.9618,563.5413,70.4427,93.9235,46.9618,563.5413,187.8471,187.8471,563.5413,46.9618,46.9618,93.9235
shopping,17805.28,Millennia Credit Card,Flipkart Axis Bank Credit Card,178.0528,534.1584,44.5132,89.0264,356.1056,44.5132,89.0264,44.5132,62.3185,89.0264,44.5132,534.1584,44.5132,44.5132,44.5132,534.1584,66.7698,89.0264,44.5132,534.1584,178.0528,178.0528,534.1584,44.5132,44.5132,89.0264
groceries,4291.53,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,42.9153,42.9153,10.7288,21.4576,42.9153,10.7288,10.7288,5.3644,7.5102,21.4576,5.3644,42.9153,10.7288,5.3644,5.3644,42.9153,5.3644,5.3644,5.3644,64.373,42.9153,42.9153,85.8306,10.7288,5.3644,5.3644
fuel,10157.64,BPCL Octane Credit Card,BPCL Octane Credit Card,50.7882,50.7882,253.941,50.7882,50.7882,12.697,25.3941,12.697,17.7759,50.7882,12.697,50.7882,203.1528,12.697,12.697,50.7882,12.697,12.697,12.697,50.7882,50.7882,50.7882,50.7882,25.3941,12.697,12.697
shopping,1936.74,Millennia Credit Card,Millennia Credit Card,19.3674,58.1022,4.8418,9.6837,38.7348,4.8418,9.6837,4.8418,6.7786,9.6837,4.8418,58.1022,4.8418,4.8418,4.8418,58.1022,7.2628,9.6837,4.8418,58.1022,19.3674,19.3674,58.1022,4.8418,4.8418,9.6837
fuel,977.33,BPCL Octane Credit Card,BPCL Octane Credit Card,4.8867,4.8867,24.4333,4.8867,4.8867,1.2217,2.4433,1.2217,1.7103,4.8867,1.2217,4.8867,19.5466,1.2217,1.2217,4.8867,1.2217,1.2217,1.2217,4.8867,4.8867,4.8867,4.8867,2.4433,1.2217,1.2217
travel,12778.56,Diners Club Black,Diners Club Black,63.8928,63.8928,31.9464,63.8928,63.8928,31.9464,191.6784,63.8928,134.1749,63.8928,79.866,63.8928,31.9464,47.9196,95.8392,63.8928,15.9732,15.9732,95.8392,63.8928,63.8928,63.8928,63.8928,159.732,63.8928,47.9196
dining,11078.44,Cashback Credit Card,Cashback Credit Card,110.7844,55.3922,27.6961,55.3922,221.5688,27.6961,110.7844,27.6961,77.5491,55.3922,41.5442,55.3922,27.6961,27.6961,41.5442,110.7844,27.6961,27.6961,55.3922,110.7844,110.7844,110.7844,110.7844,55.3922,27.6961,27.6961
shopping,2326.29,Millennia Credit Card,Amazon Pay Credit Card,23.2629,69.7887,5.8157,11.6314,46.5258,5.8157,11.6314,5.8157,8.142,11.6314,5.8157,69.7887,5.8157,5.8157,5.8157,69.7887,8.7236,11.6314,5.8157,69.7887,23.2629,23.2629,69.7887,5.8157,5.8157,11.6314
shopping,16708.44,Millennia Credit Card,Millennia Credit Card,167.0844,501.2532,41.7711,83.5422,334.1688,41.7711,83.5422,41.7711,58.4795,83.5422,41.7711,501.2532,41.7711,41.7711,41.7711,501.2532,62.6566,83.5422,41.7711,501.2532,167.0844,167.0844,501.2532,41.7711,41.7711,83.5422
travel,8652.76,Diners Club Black,Diners Club Black,43.2638,43.2638,21.6319,43.2638,43.2638,21.6319,129.7914,43.2638,90.854,43.2638,54.0798,43.2638,21.6319,32.4478,64.8957,43.2638,10.816,10.816,64.8957,43.2638,43.2638,43.2638,43.2638,108.1595,43.2638,32.4478
fuel,17989.73,BPCL Octane Credit Card,My Zone Credit Card,89.9487,89.9487,449.7432,89.9487,89.9487,22.4872,44.9743,22.4872,31.482,89.9487,22.4872,89.9487,359.7946,22.4872,22.4872,89.9487,22.4872,22.4872,22.4872,89.9487,89.9487,89.9487,89.9487,44.9743,22.4872,22.4872
travel,13673.13,Diners Club Black,Diners Club Black,68.3657,68.3657,34.1828,68.3657,68.3657,34.1828,205.0969,68.3657,143.5679,68.3657,85.4571,68.3657,34.1828,51.2742,102.5485,68.3657,17.0914,17.0914,102.5485,68.3657,68.3657,68.3657,68.3657,170.9141,68.3657,51.2742
fuel,15624.31,BPCL Octane Credit Card,BankBazaar Credit Card,78.1215,78.1215,390.6078,78.1215,78.1215,19.5304,39.0608,19.5304,27.3425,78.1215,19.5304,78.1215,312.4862,19.5304,19.5304,78.1215,19.5304,19.5304,19.5304,78.1215,78.1215,78.1215,78.1215,39.0608,19.5304,19.5304
travel,18522.7,Diners Club Black,Diners Club Black,92.6135,92.6135,46.3068,92.6135,92.6135,46.3068,277.8405,92.6135,194.4883,92.6135,115.7669,92.6135,46.3068,69.4601,138.9203,92.6135,23.1534,23.1534,138.9203,92.6135,92.6135,92.6135,92.6135,231.5337,92.6135,69.4601
travel,19526.5,Diners Club Black,Millennia Credit Card,97.6325,97.6325,48.8162,97.6325,97.6325,48.8162,292.8975,97.6325,205.0282,97.6325,122.0406,97.6325,48.8162,73.2244,146.4487,97.6325,24.4081,24.4081,146.4487,97.6325,97.6325,97.6325,97.6325,244.0813,97.6325,73.2244
fuel,15669.49,BPCL Octane Credit Card,BPCL Octane Credit Card,78.3474,78.3474,391.7372,78.3474,78.3474,19.5869,39.1737,19.5869,27.4216,78.3474,19.5869,78.3474,313.3898,19.5869,19.5869,78.3474,19.5869,19.5869,19.5869,78.3474,78.3474,78.3474,78.3474,39.1737,19.5869,19.5869
travel,5409.43,Diners Club Black,Regalia Gold,27.0472,27.0472,13.5236,27.0472,27.0472,13.5236,81.1415,27.0472,56.799,27.0472,33.8089,27.0472,13.5236,20.2854,40.5707,27.0472,6.7618,6.7618,40.5707,27.0472,27.0472,27.0472,27.0472,67.6179,27.0472,20.2854
dining,4526.43,Cashback Credit Card,Flipkart Axis Bank Credit Card,45.2643,22.6322,11.3161,22.6322,90.5286,11.3161,45.2643,11.3161,31.685,22.6322,16.9741,22.6322,11.3161,11.3161,16.9741,45.2643,11.3161,11.3161,22.6322,45.2643,45.2643,45.2643,45.2643,22.6322,11.3161,11.3161
travel,4536.18,Diners Club Black,Diners Club Black,22.6809,22.6809,11.3405,22.6809,22.6809,11.3405,68.0427,22.6809,47.6299,22.6809,28.3511,22.6809,11.3405,17.0107,34.0214,22.6809,5.6702,5.6702,34.0214,22.6809,22.6809,22.6809,22.6809,56.7023,22.6809,17.0107
dining,6632.41,Cashback Credit Card,SimplyCLICK Credit Card,66.3241,33.1621,16.581,33.1621,132.6482,16.581,66.3241,16.581,46.4269,33.1621,24.8715,33.1621,16.581,16.581,24.8715,66.3241,16.581,16.581,33.1621,66.3241,66.3241,66.3241,66.3241,33.1621,16.581,16.581
groceries,8053.6,Tata Neu Infinity Credit Card,White Credit Card,80.536,80.536,20.134,40.268,80.536,20.134,20.134,10.067,14.0938,40.268,10.067,80.536,20.134,10.067,10.067,80.536,10.067,10.067,10.067,120.804,80.536,80.536,161.072,20.134,10.067,10.067
shopping,17553.06,Millennia Credit Card,Millennia Credit Card,175.5306,526.5918,43.8827,87.7653,351.0612,43.8827,87.7653,43.8827,61.4357,87.7653,43.8827,526.5918,43.8827,43.8827,43.8827,526.5918,65.824,87.7653,43.8827,526.5918,175.5306,175.5306,526.5918,43.8827,43.8827,87.7653
groceries,19254.43,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,192.5443,192.5443,48.1361,96.2721,192.5443,48.1361,48.1361,24.068,33.6953,96.2721,24.068,192.5443,48.1361,24.068,24.068,192.5443,24.068,24.068,24.068,288.8165,192.5443,192.5443,385.0886,48.1361,24.068,24.068
shopping,11971.77,Millennia Credit Card,Millennia Credit Card,119.7177,359.1531,29.9294,59.8589,239.4354,29.9294,59.8589,29.9294,41.9012,59.8589,29.9294,359.1531,29.9294,29.9294,29.9294,359.1531,44.8941,59.8589,29.9294,359.1531,119.7177,119.7177,359.1531,29.9294,29.9294,59.8589
fuel,8784.24,BPCL Octane Credit Card,YES First Business Credit Card,43.9212,43.9212,219.606,43.9212,43.9212,10.9803,21.9606,10.9803,15.3724,43.9212,10.9803,43.9212,175.6848,10.9803,10.9803,43.9212,10.9803,10.9803,10.9803,43.9212,43.9212,43.9212,43.9212,21.9606,10.9803,10.9803
travel,5168.98,Diners Club Black,Vistara Infinite Credit Card,25.8449,25.8449,12.9224,25.8449,25.8449,12.9224,77.5347,25.8449,54.2743,25.8449,32.3061,25.8449,12.9224,19.3837,38.7673,25.8449,6.4612,6.4612,38.7673,25.8449,25.8449,25.8449,25.8449,64.6122,25.8449,19.3837
groceries,13768.46,Tata Neu Infinity Credit Card,Coral Credit Card,137.6846,137.6846,34.4211,68.8423,137.6846,34.4211,34.4211,17.2106,24.0948,68.8423,17.2106,137.6846,34.4211,17.2106,17.2106,137.6846,17.2106,17.2106,17.2106,206.5269,137.6846,137.6846,275.3692,34.4211,17.2106,17.2106
dining,1492.48,Cashback Credit Card,Cashback Credit Card,14.9248,7.4624,3.7312,7.4624,29.8496,3.7312,14.9248,3.7312,10.4474,7.4624,5.5968,7.4624,3.7312,3.7312,5.5968,14.9248,3.7312,3.7312,7.4624,14.9248,14.9248,14.9248,14.9248,7.4624,3.7312,3.7312
fuel,12500.79,BPCL Octane Credit Card,BPCL Octane Credit Card,62.504,62.504,312.5198,62.504,62.504,15.626,31.252,15.626,21.8764,62.504,15.626,62.504,250.0158,15.626,15.626,62.504,15.626,15.626,15.626,62.504,62.504,62.504,62.504,31.252,15.626,15.626
shopping,14423.11,Millennia Credit Card,Millennia Credit Card,144.2311,432.6933,36.0578,72.1155,288.4622,36.0578,72.1155,36.0578,50.4809,72.1155,36.0578,432.6933,36.0578,36.0578,36.0578,432.6933,54.0867,72.1155,36.0578,432.6933,144.2311,144.2311,432.6933,36.0578,36.0578,72.1155
fuel,13371.17,BPCL Octane Credit Card,BPCL Octane Credit Card,66.8559,66.8559,334.2793,66.8559,66.8559,16.714,33.4279,16.714,23.3995,66.8559,16.714,66.8559,267.4234,16.714,16.714,66.8559,16.714,16.714,16.714,66.8559,66.8559,66.8559,66.8559,33.4279,16.714,16.714
fuel,11132.81,BPCL Octane Credit Card,BPCL Octane Credit Card,55.664,55.664,278.3202,55.664,55.664,13.916,27.832,13.916,19.4824,55.664,13.916,55.664,222.6562,13.916,13.916,55.664,13.916,13.916,13.916,55.664,55.664,55.664,55.664,27.832,13.916,13.916
dining,13578.63,Cashback Credit Card,Elite Credit Card,135.7863,67.8931,33.9466,67.8931,271.5726,33.9466,135.7863,33.9466,95.0504,67.8931,50.9199,67.8931,33.9466,33.9466,50.9199,135.7863,33.9466,33.9466,67.8931,135.7863,135.7863,135.7863,135.7863,67.8931,33.9466,33.9466
groceries,16691.13,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,166.9113,166.9113,41.7278,83.4557,166.9113,41.7278,41.7278,20.8639,29.2095,83.4557,20.8639,166.9113,41.7278,20.8639,20.8639,166.9113,20.8639,20.8639,20.8639,250.367,166.9113,166.9113,333.8226,41.7278,20.8639,20.8639
travel,8654.77,Diners Club Black,Diners Club Black,43.2739,43.2739,21.6369,43.2739,43.2739,21.6369,129.8216,43.2739,90.8751,43.2739,54.0923,43.2739,21.6369,32.4554,64.9108,43.2739,10.8185,10.8185,64.9108,43.2739,43.2739,43.2739,43.2739,108.1846,43.2739,32.4554
fuel,9353.26,BPCL Octane Credit Card,BPCL Octane Credit Card,46.7663,46.7663,233.8315,46.7663,46.7663,11.6916,23.3832,11.6916,16.3682,46.7663,11.6916,46.7663,187.0652,11.6916,11.6916,46.7663,11.6916,11.6916,11.6916,46.7663,46.7663,46.7663,46.7663,23.3832,11.6916,11.6916
travel,10272.36,Diners Club Black,YES First Business Credit Card,51.3618,51.3618,25.6809,51.3618,51.3618,25.6809,154.0854,51.3618,107.8598,51.3618,64.2023,51.3618,25.6809,38.5214,77.0427,51.3618,12.8405,12.8405,77.0427,51.3618,51.3618,51.3618,51.3618,128.4045,51.3618,38.5214
shopping,5747.35,Millennia Credit Card,Millennia Credit Card,57.4735,172.4205,14.3684,28.7368,114.947,14.3684,28.7368,14.3684,20.1157,28.7368,14.3684,172.4205,14.3684,14.3684,14.3684,172.4205,21.5526,28.7368,14.3684,172.4205,57.4735,57.4735,172.4205,14.3684,14.3684,28.7368
groceries,6770.25,Tata Neu Infinity Credit Card,Cashback Credit Card,67.7025,67.7025,16.9256,33.8513,67.7025,16.9256,16.9256,8.4628,11.8479,33.8513,8.4628,67.7025,16.9256,8.4628,8.4628,67.7025,8.4628,8.4628,8.4628,101.5537,67.7025,67.7025,135.405,16.9256,8.4628,8.4628
travel,16150.6,Diners Club Black,Diners Club Black,80.753,80.753,40.3765,80.753,80.753,40.3765,242.259,80.753,169.5813,80.753,100.9412,80.753,40.3765,60.5648,121.1295,80.753,20.1883,20.1883,121.1295,80.753,80.753,80.753,80.753,201.8825,80.753,60.5648
shopping,4972.37,Millennia Credit Card,Millennia Credit Card,49.7237,149.1711,12.4309,24.8619,99.4474,12.4309,24.8619,12.4309,17.4033,24.8619,12.4309,149.1711,12.4309,12.4309,12.4309,149.1711,18.6464,24.8619,12.4309,149.1711,49.7237,49.7237,149.1711,12.4309,12.4309,24.8619
shopping,9162.78,Millennia Credit Card,YES First Business Credit Card,91.6278,274.8834,22.907,45.8139,183.2556,22.907,45.8139,22.907,32.0697,45.8139,22.907,274.8834,22.907,22.907,22.907,274.8834,34.3604,45.8139,22.907,274.8834,91.6278,91.6278,274.8834,22.907,22.907,45.8139
dining,9938.11,Cashback Credit Card,Cashback Credit Card,99.3811,49.6906,24.8453,49.6906,198.7622,24.8453,99.3811,24.8453,69.5668,49.6906,37.2679,49.6906,24.8453,24.8453,37.2679,99.3811,24.8453,24.8453,49.6906,99.3811,99.3811,99.3811,99.3811,49.6906,24.8453,24.8453
shopping,17863.93,Millennia Credit Card,Tata Neu Infinity Credit Card,178.6393,535.9179,44.6598,89.3196,357.2786,44.6598,89.3196,44.6598,62.5238,89.3196,44.6598,535.9179,44.6598,44.6598,44.6598,535.9179,66.9897,89.3196,44.6598,535.9179,178.6393,178.6393,535.9179,44.6598,44.6598,89.3196
travel,3600.14,Diners Club Black,Regalia Gold,18.0007,18.0007,9.0003,18.0007,18.0007,9.0003,54.0021,18.0007,37.8015,18.0007,22.5009,18.0007,9.0003,13.5005,27.001,18.0007,4.5002,4.5002,27.001,18.0007,18.0007,18.0007,18.0007,45.0018,18.0007,13.5005
travel,18357.65,Diners Club Black,Diners Club Black,91.7883,91.7883,45.8941,91.7883,91.7883,45.8941,275.3648,91.7883,192.7553,91.7883,114.7353,91.7883,45.8941,68.8412,137.6824,91.7883,22.9471,22.9471,137.6824,91.7883,91.7883,91.7883,91.7883,229.4706,91.7883,68.8412
travel,16048.19,Diners Club Black,Diners Club Black,80.2409,80.2409,40.1205,80.2409,80.2409,40.1205,240.7228,80.2409,168.506,80.2409,100.3012,80.2409,40.1205,60.1807,120.3614,80.2409,20.0602,20.0602,120.3614,80.2409,80.2409,80.2409,80.2409,200.6024,80.2409,60.1807
groceries,11949.5,Tata Neu Infinity Credit Card,First Wealth Credit Card,119.495,119.495,29.8738,59.7475,119.495,29.8738,29.8738,14.9369,20.9116,59.7475,14.9369,119.495,29.8738,14.9369,14.9369,119.495,14.9369,14.9369,14.9369,179.2425,119.495,119.495,238.99,29.8738,14.9369,14.9369
groceries,8592.14,Tata Neu Infinity Credit Card,Emerald Private Metal,85.9214,85.9214,21.4803,42.9607,85.9214,21.4803,21.4803,10.7402,15.0362,42.9607,10.7402,85.9214,21.4803,10.7402,10.7402,85.9214,10.7402,10.7402,10.7402,128.8821,85.9214,85.9214,171.8428,21.4803,10.7402,10.7402
dining,9056.39,Cashback Credit Card,SimplyCLICK Credit Card,90.5639,45.2819,22.641,45.2819,181.1278,22.641,90.5639,22.641,63.3947,45.2819,33.9615,45.2819,22.641,22.641,33.9615,90.5639,22.641,22.641,45.2819,90.5639,90.5639,90.5639,90.5639,45.2819,22.641,22.641
groceries,9743.48,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,97.4348,97.4348,24.3587,48.7174,97.4348,24.3587,24.3587,12.1793,17.0511,48.7174,12.1793,97.4348,24.3587,12.1793,12.1793,97.4348,12.1793,12.1793,12.1793,146.1522,97.4348,97.4348,194.8696,24.3587,12.1793,12.1793
dining,1641.92,Cashback Credit Card,Cashback Credit Card,16.4192,8.2096,4.1048,8.2096,32.8384,4.1048,16.4192,4.1048,11.4934,8.2096,6.1572,8.2096,4.1048,4.1048,6.1572,16.4192,4.1048,4.1048,8.2096,16.4192,16.4192,16.4192,16.4192,8.2096,4.1048,4.1048
fuel,6783.37,BPCL Octane Credit Card,Coral Credit Card,33.9168,33.9168,169.5842,33.9168,33.9168,8.4792,16.9584,8.4792,11.8709,33.9168,8.4792,33.9168,135.6674,8.4792,8.4792,33.9168,8.4792,8.4792,8.4792,33.9168,33.9168,33.9168,33.9168,16.9584,8.4792,8.4792
travel,7722.4,Diners Club Black,Diners Club Black,38.612,38.612,19.306,38.612,38.612,19.306,115.836,38.612,81.0852,38.612,48.265,38.612,19.306,28.959,57.918,38.612,9.653,9.653,57.918,38.612,38.612,38.612,38.612,96.53,38.612,28.959
travel,1378.15,Diners Club Black,Diners Club Black,6.8908,6.8908,3.4454,6.8908,6.8908,3.4454,20.6723,6.8908,14.4706,6.8908,8.6134,6.8908,3.4454,5.1681,10.3361,6.8908,1.7227,1.7227,10.3361,6.8908,6.8908,6.8908,6.8908,17.2269,6.8908,5.1681
groceries,9371.89,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,93.7189,93.7189,23.4297,46.8594,93.7189,23.4297,23.4297,11.7149,16.4008,46.8594,11.7149,93.7189,23.4297,11.7149,11.7149,93.7189,11.7149,11.7149,11.7149,140.5784,93.7189,93.7189,187.4378,23.4297,11.7149,11.7149
dining,7850.59,Cashback Credit Card,Millennia Credit Card,78.5059,39.2529,19.6265,39.2529,157.0118,19.6265,78.5059,19.6265,54.9541,39.2529,29.4397,39.2529,19.6265,19.6265,29.4397,78.5059,19.6265,19.6265,39.2529,78.5059,78.5059,78.5059,78.5059,39.2529,19.6265,19.6265
groceries,7669.58,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,76.6958,76.6958,19.174,38.3479,76.6958,19.174,19.174,9.587,13.4218,38.3479,9.587,76.6958,19.174,9.587,9.587,76.6958,9.587,9.587,9.587,115.0437,76.6958,76.6958,153.3916,19.174,9.587,9.587
fuel,6042.39,BPCL Octane Credit Card,BPCL Octane Credit Card,30.212,30.212,151.0598,30.212,30.212,7.553,15.106,7.553,10.5742,30.212,7.553,30.212,120.8478,7.553,7.553,30.212,7.553,7.553,7.553,30.212,30.212,30.212,30.212,15.106,7.553,7.553
dining,10810.59,Cashback Credit Card,My Zone Credit Card,108.1059,54.053,27.0265,54.053,216.2118,27.0265,108.1059,27.0265,75.6741,54.053,40.5397,54.053,27.0265,27.0265,40.5397,108.1059,27.0265,27.0265,54.053,108.1059,108.1059,108.1059,108.1059,54.053,27.0265,27.0265
dining,4466.49,Cashback Credit Card,Cashback Credit Card,44.6649,22.3324,11.1662,22.3324,89.3298,11.1662,44.6649,11.1662,31.2654,22.3324,16.7493,22.3324,11.1662,11.1662,16.7493,44.6649,11.1662,11.1662,22.3324,44.6649,44.6649,44.6649,44.6649,22.3324,11.1662,11.1662
shopping,7838.26,Millennia Credit Card,Millennia Credit Card,78.3826,235.1478,19.5956,39.1913,156.7652,19.5956,39.1913,19.5956,27.4339,39.1913,19.5956,235.1478,19.5956,19.5956,19.5956,235.1478,29.3935,39.1913,19.5956,235.1478,78.3826,78.3826,235.1478,19.5956,19.5956,39.1913
dining,14511.21,Cashback Credit Card,Vistara Infinite Credit Card,145.1121,72.556,36.278,72.556,290.2242,36.278,145.1121,36.278,101.5785,72.556,54.417,72.556,36.278,36.278,54.417,145.1121,36.278,36.278,72.556,145.1121,145.1121,145.1121,145.1121,72.556,36.278,36.278
groceries,636.63,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,6.3663,6.3663,1.5916,3.1831,6.3663,1.5916,1.5916,0.7958,1.1141,3.1831,0.7958,6.3663,1.5916,0.7958,0.7958,6.3663,0.7958,0.7958,0.7958,9.5495,6.3663,6.3663,12.7326,1.5916,0.7958,0.7958
groceries,13293.7,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,132.937,132.937,33.2343,66.4685,132.937,33.2343,33.2343,16.6171,23.264,66.4685,16.6171,132.937,33.2343,16.6171,16.6171,132.937,16.6171,16.6171,16.6171,199.4055,132.937,132.937,265.874,33.2343,16.6171,16.6171
dining,2800.42,Cashback Credit Card,Cashback Credit Card,28.0042,14.0021,7.0011,14.0021,56.0084,7.0011,28.0042,7.0011,19.6029,14.0021,10.5016,14.0021,7.0011,7.0011,10.5016,28.0042,7.0011,7.0011,14.0021,28.0042,28.0042,28.0042,28.0042,14.0021,7.0011,7.0011
shopping,5277.11,Millennia Credit Card,Millennia Credit Card,52.7711,158.3133,13.1928,26.3855,105.5422,13.1928,26.3855,13.1928,18.4699,26.3855,13.1928,158.3133,13.1928,13.1928,13.1928,158.3133,19.7892,26.3855,13.1928,158.3133,52.7711,52.7711,158.3133,13.1928,13.1928,26.3855
dining,6604.23,Cashback Credit Card,White Credit Card,66.0423,33.0211,16.5106,33.0211,132.0846,16.5106,66.0423,16.5106,46.2296,33.0211,24.7659,33.0211,16.5106,16.5106,24.7659,66.0423,16.5106,16.5106,33.0211,66.0423,66.0423,66.0423,66.0423,33.0211,16.5106,16.5106
dining,5120.2,Cashback Credit Card,Cashback Credit Card,51.202,25.601,12.8005,25.601,102.404,12.8005,51.202,12.8005,35.8414,25.601,19.2007,25.601,12.8005,12.8005,19.2007,51.202,12.8005,12.8005,25.601,51.202,51.202,51.202,51.202,25.601,12.8005,12.8005
shopping,15005.58,Millennia Credit Card,Millennia Credit Card,150.0558,450.1674,37.514,75.0279,300.1116,37.514,75.0279,37.514,52.5195,75.0279,37.514,450.1674,37.514,37.514,37.514,450.1674,56.2709,75.0279,37.514,450.1674,150.0558,150.0558,450.1674,37.514,37.514,75.0279
fuel,4562.02,BPCL Octane Credit Card,BPCL Octane Credit Card,22.8101,22.8101,114.0505,22.8101,22.8101,5.7025,11.4051,5.7025,7.9835,22.8101,5.7025,22.8101,91.2404,5.7025,5.7025,22.8101,5.7025,5.7025,5.7025,22.8101,22.8101,22.8101,22.8101,11.4051,5.7025,5.7025
shopping,15109.24,Millennia Credit Card,Millennia Credit Card,151.0924,453.2772,37.7731,75.5462,302.1848,37.7731,75.5462,37.7731,52.8823,75.5462,37.7731,453.2772,37.7731,37.7731,37.7731,453.2772,56.6596,75.5462,37.7731,453.2772,151.0924,151.0924,453.2772,37.7731,37.7731,75.5462
groceries,3132.41,Tata Neu Infinity Credit Card,Tata Neu Infinity Credit Card,31.3241,31.3241,7.831,15.662,31.3241,7.831,7.831,3.9155,5.4817,15.662,3.9155,31.3241,7.831,3.9155,3.9155,31.3241,3.9155,3.9155,3.9155,46.9861,31.3241,31.3241,62.6482,7.831,3.9155,3.9155
shopping,11322.99,Millennia Credit Card,Millennia Credit Card,113.2299,339.6897,28.3075,56.615,226.4598,28.3075,56.615,28.3075,39.6305,56.615,28.3075,339.6897,28.3075,28.3075,28.3075,339.6897,42.4612,56.615,28.3075,339.6897,113.2299,113.2299,339.6897,28.3075,28.3075,56.615
fuel,15361.27,BPCL Octane Credit Card,BPCL Octane Credit Card,76.8064,76.8064,384.0318,76.8064,76.8064,19.2016,38.4032,19.2016,26.8822,76.8064,19.2016,76.8064,307.2254,19.2016,19.2016,76.8064,19.2016,19.2016,19.2016,76.8064,76.8064,76.8064,76.8064,38.4032,19.2016,19.2016
groceries,19278.32,Tata Neu Infinity Credit Card,Amazon Pay Credit Card,192.7832,192.7832,48.1958,96.3916,192.7832,48.1958,48.1958,24.0979,33.7371,96.3916,24.0979,192.7832,48.1958,24.0979,24.0979,192.7832,24.0979,24.0979,24.0979,289.1748,192.7832,192.7832,385.5664,48.1958,24.0979,24.0979
fuel,2251.17,BPCL Octane Credit Card,BPCL Octane Credit Card,11.2559,11.2559,56.2793,11.2559,11.2559,2.814,5.6279,2.814,3.9395,11.2559,2.814,11.2559,45.0234,2.814,2.814,11.2559,2.814,2.814,2.814,11.2559,11.2559,11.2559,11.2559,5.6279,2.814,2.814
fuel,11558.35,BPCL Octane Credit Card,SimplySAVE Credit Card,57.7918,57.7918,288.9588,57.7918,57.7918,14.4479,28.8959,14.4479,20.2271,57.7918,14.4479,57.7918,231.167,14.4479,14.4479,57.7918,14.4479,14.4479,14.4479,57.7918,57.7918,57.7918,57.7918,28.8959,14.4479,14.4479
travel,1612.33,Diners Club Black,Diners Club Black,8.0617,8.0617,4.0308,8.0617,8.0617,4.0308,24.185,8.0617,16.9295,8.0617,10.0771,8.0617,4.0308,6.0462,12.0925,8.0617,2.0154,2.0154,12.0925,8.0617,8.0617,8.0617,8.0617,20.1541,8.0617,6.0462
travel,2127.84,Diners Club Black,First Wealth Credit Card,10.6392,10.6392,5.3196,10.6392,10.6392,5.3196,31.9176,10.6392,22.3423,10.6392,13.299,10.6392,5.3196,7.9794,15.9588,10.6392,2.6598,2.6598,15.9588,10.6392,10.6392,10.6392,10.6392,26.598,10.6392,7.9794
